degree,strength,betweenness,betweenness_w,closeness,closeness_w,cities,dates
0.7961165048543689,0.7766990291262136,0.7961165048543689,0.7961165048543689,0.7184466019417476,0.7572815533980582,Penedo/AL,2020-04-28
0.8076923076923077,0.7884615384615384,0.7980769230769231,0.7980769230769231,0.7211538461538461,0.7596153846153846,Baião/PA,2020-04-29
0.819047619047619,0.7904761904761904,0.8,0.8,0.7333333333333333,0.7714285714285715,Humberto de Campos/MA,2020-04-29
0.8207547169811321,0.7924528301886793,0.8113207547169812,0.8113207547169812,0.7452830188679245,0.7735849056603774,Prainha/PA,2020-04-30
0.8317757009345794,0.8037383177570093,0.822429906542056,0.822429906542056,0.7570093457943925,0.7850467289719626,Terra Santa/PA,2020-05-02
0.8425925925925926,0.8055555555555556,0.8240740740740741,0.8240740740740741,0.7592592592592593,0.7962962962962963,Barreirinha/AM,2020-05-02
0.8532110091743119,0.8165137614678899,0.8348623853211009,0.8348623853211009,0.7614678899082569,0.8073394495412844,Senador José Porfírio/PA,2020-05-03
0.8636363636363636,0.8181818181818182,0.8454545454545455,0.8454545454545455,0.7636363636363637,0.8090909090909091,Chaves/PA,2020-05-03
0.8648648648648649,0.8198198198198198,0.8558558558558559,0.8558558558558559,0.7747747747747747,0.8108108108108109,Pilão Arcado/BA,2020-05-03
0.875,0.8303571428571429,0.8482142857142857,0.8482142857142857,0.7857142857142857,0.8214285714285714,Boa Vista do Ramos/AM,2020-05-03
0.8849557522123894,0.831858407079646,0.8584070796460177,0.8584070796460177,0.7964601769911505,0.831858407079646,Alvarães/AM,2020-05-04
0.8859649122807017,0.8333333333333334,0.868421052631579,0.868421052631579,0.8070175438596491,0.8421052631578947,Grossos/RN,2020-05-04
0.8782608695652174,0.8434782608695652,0.8608695652173913,0.8608695652173913,0.8173913043478261,0.8521739130434782,Remanso/BA,2020-05-04
0.8793103448275862,0.853448275862069,0.853448275862069,0.853448275862069,0.8189655172413793,0.853448275862069,Carutapera/MA,2020-05-04
0.8888888888888888,0.8547008547008547,0.8632478632478633,0.8632478632478633,0.8290598290598291,0.8632478632478633,Portel/PA,2020-05-05
0.8983050847457628,0.864406779661017,0.8728813559322034,0.8728813559322034,0.8389830508474576,0.8728813559322034,Faro/PA,2020-05-08
0.8991596638655462,0.865546218487395,0.8823529411764706,0.8823529411764706,0.8487394957983193,0.8823529411764706,Vitória do Xingu/PA,2020-05-08
0.9083333333333333,0.875,0.8833333333333333,0.8833333333333333,0.85,0.8916666666666667,Curuá/PA,2020-05-08
0.9008264462809917,0.8760330578512396,0.8925619834710744,0.8925619834710744,0.859504132231405,0.9008264462809917,Guaraqueçaba/PR,2020-05-08
0.9016393442622951,0.8852459016393442,0.8934426229508197,0.8934426229508197,0.860655737704918,0.9016393442622951,Soure/PA,2020-05-08
0.9105691056910569,0.8943089430894309,0.9024390243902439,0.9024390243902439,0.8699186991869918,0.9105691056910569,Gurupá/PA,2020-05-09
0.9193548387096774,0.8951612903225806,0.9032258064516129,0.9032258064516129,0.8790322580645161,0.9112903225806451,Gararu/SE,2020-05-09
0.928,0.896,0.912,0.912,0.888,0.92,Santana do São Francisco/SE,2020-05-09
0.9365079365079365,0.9047619047619048,0.9206349206349206,0.9206349206349206,0.8968253968253969,0.9285714285714286,Japurá/AM,2020-05-11
0.937007874015748,0.9133858267716536,0.9291338582677166,0.9291338582677166,0.905511811023622,0.9212598425196851,Marechal Thaumaturgo/AC,2020-05-12
